Record,Name,Price1L1,Tax Rate Link,PRICE NO VAT,PRICE WITHOUT MARK UP WITHOUT VAT
616,Callestick Honeycomb 500,4.99,3,4.16,2.91
617,Proper Job Nuts,0.99,3,0.83,0.58
618,Proper Black,3,3,2.50,1.75
619,Teoni Dipped Cookies,4.75,3,3.96,2.77
620,Folkingtons Orange 1L,5.49,3,4.58,3.20
621,PLU,0,1,0.00,0.00
622,Teoni White and C/berry,4.75,3,3.96,2.77
623,Barista Coffee(iced),1,1,1.00,0.70
624,Roddas cream 142g,1.45,1,1.45,1.02
625,Knightor Madeleine,17.99,3,14.99,10.49
626,FT Lemonade 500ml,2.49,1,2.49,1.74
627,B Walking GIFT,16.5,3,13.75,9.63
628,Monster Ultra,1.55,3,1.29,0.90
629,CC Cheese Slices,2.5,1,2.50,1.75
630,Satsumas/Nadorcotts,3.3,1,3.30,2.31
631,JK Hogs Pudding,3.2,1,3.20,2.24
632,Bottle Milkshake,2.25,1,2.25,1.58
633,Burts Pigs in Blankets,0.99,3,0.83,0.58
634,Teoni WinterEdition 375g,7.99,3,6.66,4.66
635,Teoni Shortbread 375g,6.95,3,5.79,4.05
636,Teoni W/Choc&Rasp 200g,5.75,3,4.79,3.35
637,Teoni Dipped Box 400g,8.45,3,7.04,4.93
638,CC Pulled Pork,5.85,1,5.85,4.10
639,CC Salmon Pate,5.85,1,5.85,4.10
640,CC Venison Rillette,5.85,1,5.85,4.10
641,Boddingtons Choc Orange ,2,1,2.00,1.40
642,Popti Selection Box,6.99,1,6.99,4.89
643,Buttermilk Truffles,3.9,3,3.25,2.28
644,PLU,0,1,0.00,0.00
645,PLU,0,1,0.00,0.00
646,Belvoir E/flower & Rose,3.99,3,3.33,2.33
647,Pea shoots,2,1,2.00,1.40
648,Keltek Brewery,3.5,3,2.92,2.04
649,Keltek Beheaded,3.5,3,2.92,2.04
650,Buttermilk choccy truffl,3.9,3,3.25,2.28
651,Whole Brazil 125g,1.95,1,1.95,1.37
652,Cashews R&S 80g,1.9,3,1.58,1.11
653,Desiccated Coconut,1,1,1.00,0.70
654,Flaked Coconut 250g,2.3,1,2.30,1.61
655,Milk& Dark Choc Brazils,1.75,3,1.46,1.02
656,Milk Choc Honeycomb 125g,1.6,3,1.33,0.93
657,Dry Roast Peanuts 60g,0.75,3,0.63,0.44
658,Peanuts R&S 100g,0.85,3,0.71,0.50
659,Pineapple Cubes 250g,2.05,1,2.05,1.44
660,Raisins 250g,1.25,1,1.25,0.88
661,Sugared Almonds,1.6,3,1.33,0.93
662,Goldenfry Granules,1.95,1,1.95,1.37
663,Cornflour 125g,0.7,1,0.70,0.49
664,Dark Muscovado 500g,2,1,2.00,1.40
665,demerara sugar 500g,1.55,1,1.55,1.09
666,Homeware General,0,3,0.00,0.00
667,Red Lentils 500g,1.15,1,1.15,0.81
668,Yeast,1.8,1,1.80,1.26
669,Long Grain Rice 1kg,2.3,1,2.30,1.61
670,Sage and Onion Stuffing ,1.85,1,1.85,1.30
671,Jumbo Oats 1kg,1.85,1,1.85,1.30
672,Regular Porridge Oats 1k,1.85,1,1.85,1.30
673,Soft Brown Sugar 500g,1.89,1,1.89,1.32
674,Golden Breadcrumbs 150g,0.75,1,0.75,0.53
675,green lentils ,1.5,1,1.50,1.05
676,couscous,1.75,1,1.75,1.23
677,chickpeas,1.5,1,1.50,1.05
678,kidney beans ,1.85,1,1.85,1.30
679,5cl Spicy Dicks,6,3,5.00,3.50
680,chilli powder,0.49,1,0.49,0.34
681,Saffron ,3.5,1,3.50,2.45
682,Pepper cashews,7.99,3,6.66,4.66
683,Honey cashews,7.99,3,6.66,4.66
684,Hispi Cabbage,1.2,1,1.20,0.84
685,Eat Natural Reduced,0.45,1,0.45,0.32
686,DFC 50g The Mix,4.25,1,4.25,2.98
687,DM Honeycomb Salt Choc,4.35,3,3.63,2.54
688,Cornish Brie,5.5,1,5.50,3.85
689,Wine Gift Bag,1.5,1,1.50,1.05
690,Long Grain 1kg,2.3,1,2.30,1.61
691,Dried Strawberries diced,2.2,1,2.20,1.54
692,Farmhouse GF lemon&white,2.29,1,2.29,1.60
693,Flat Lettuce,1.45,1,1.45,1.02
694,S Deluxe Muesli 1kg,3.9,1,3.90,2.73
695,WC 40% Muesli 1kg,2.85,1,2.85,2.00
696,Burts 150gChilli&Lime,2.25,3,1.88,1.31
697,BombayMix340g,1.55,1,1.55,1.09
698,Dried Raspberries,2.05,1,2.05,1.44
699,0% Rattler,2.25,3,1.88,1.31
700,Boddingtons 227g,3.75,1,3.75,2.63
701,Mr Organic Sundried Tom,3.99,1,3.99,2.79
702,Homeware Pots,0,3,0.00,0.00
705,Kittows Scotch Egg,3.15,1,3.15,2.21
706,Fish4ever Sardines,2.5,1,2.50,1.75
707,Decaf Tea,4.45,1,4.45,3.12
708,Hand Wash,2.99,1,2.99,2.09
709,Shepherds Pie for 2,9.1,1,9.10,6.37
710,"Chick,Bacon,Leek Pie 42 ",9.4,1,9.40,6.58
711,Thai Veg Curry for 1,5.2,1,5.20,3.64
712,Roast Veg Cass for 1,4.9,1,4.90,3.43
713,Marshmallows,2.55,3,2.13,1.49
714,Chocoholic gift set,10,3,8.33,5.83
715,Bad boy chilli gift set,12,1,12.00,8.40
716,"Gin, Tonic and Chocoholi",10,3,8.33,5.83
717,"Jam, Chutney and Marmala",8,1,8.00,5.60
718,Simply Cornish CC Biscui,3.5,3,2.92,2.04
719,Simply Cornish Gingerbre,2.99,3,2.49,1.74
720,Spoon gift set,10,1,10.00,7.00
721,BM Fudge box,3.9,3,3.25,2.28
722,Buttermilk Fudge Strawbe,3.5,3,2.92,2.04
723,Simply Cornish Strawberr,3.5,3,2.92,2.04
724,Simply Cornish Chocolate,3.5,3,2.92,2.04
725,Jelly Babies,1.2,3,1.00,0.70
726,Seafood Linguine for 1,5.6,1,5.60,3.92
727,Crumble,4.3,1,4.30,3.01
728,Brownie Pudding,4.3,1,4.30,3.01
729,Aval Dor Vanilla 70cl,44,3,36.67,25.67
730,Aval Dor Citrus 70cl,44,3,36.67,25.67
731,Cheese sauce,1.89,1,1.89,1.32
732,Aval Dor Rosemary 70cl,44,3,36.67,25.67
733,Verdant Headband 440ml,3.5,3,2.92,2.04
734,Verdant Lightbulb 440ml ,3.5,3,2.92,2.04
735,DJ&A Sugar Snap Peas,3.5,1,3.50,2.45
736,Truffle Mayo,6.25,1,6.25,4.38
737,Mrs C Big Choc Macaroons,1.99,1,1.99,1.39
738,Lillies,2.25,1,2.25,1.58
739,PLU,0,1,0.00,0.00
740,HamperAlcohol Â£35,35,1,35.00,24.50
741,HamperNoA Â£35,35,1,35.00,24.50
742,HamperAlcohol Â£60,60,1,60.00,42.00
743,HamperNoA Â£60,60,1,60.00,42.00
744,Bisto Onion Granules,1.89,1,1.89,1.32
745,Bisto Cheese Sauce,1.99,1,1.99,1.39
746,Sea salt gift set,7.55,1,7.55,5.29
747,Spring Water (Still) LRG,1.5,1,1.50,1.05
748,SeaChange Pinot Grigio,11.49,3,9.58,6.70
749,Cornflowers,1.6,1,1.60,1.12
750,PLU,1.2,3,1.00,0.70
751,Proper Job 500ml,3.5,3,2.92,2.04
752,Tribute 500ml ,3.5,3,2.92,2.04
753,Korev 500ml,3.5,3,2.92,2.04
754,PLU,3.5,3,2.92,2.04
755,Truffle Hunter Oil,16.5,1,16.50,11.55
756,PLU,3.5,3,2.92,2.04
757,PLU,3.5,3,2.92,2.04
758,PLU,3.5,3,2.92,2.04
759,AD Original Gin M,6,3,5.00,3.50
760,Aval Dor 5cl ,6,3,5.00,3.50
761,Aval Dor Vodka 70cl,40,3,33.33,23.33
762,Aval Dor Vodka 35cl,28,3,23.33,16.33
763,AD Dry Gin 70cl,45,3,37.50,26.25
764,ADs Dry Gin 35cl,29,3,24.17,16.92
765,Aval Dor Seaberry 35cl,27,3,22.50,15.75
766,Doombar,4,3,3.33,2.33
767,PLU,3.5,3,2.92,2.04
768,CO Hedgerow,3,3,2.50,1.75
769,PLU,3,3,2.50,1.75
770,AD og gin 35cl,29,3,24.17,16.92
771,AD Gin Rhub 35cl,29,3,24.17,16.92
772,AD Gin Rhub 70cl,45,3,37.50,26.25
773,AD Spiced 35cl,29,3,24.17,16.92
774,Cornish Best Bitter,3.5,3,2.92,2.04
775,Mooon Milk Yoghurt,2.85,1,2.85,2.00
776,Summer's Cauldron,3.5,3,2.92,2.04
777,Distillery Glass,5.95,3,4.96,3.47
778,Sharps Atlantic,3.5,3,2.92,2.04
779,Skinners Brewery,3,3,2.50,1.75
780,Camel Valley Bacchus Whi,19.5,3,16.25,11.38
781,Camel Valley Brut Sparkl,39,3,32.50,22.75
782,Camel Valley Pinot Rose ,44,3,36.67,25.67
783,Knightor Carpe Diem Dry,18.99,3,15.83,11.08
784,Knightor Carpe Diem Rose,18.99,3,15.83,11.08
785,Havoc & Harmony S Blanc,13.5,3,11.25,7.88
786,Domaine le Serrie Picpou,9.95,3,8.29,5.80
787,CF Sweets Â£2.05,2.05,3,1.71,1.20
788,Altozano Tempranillo,9.99,3,8.33,5.83
789,PLU,0,1,0.00,0.00
790,AD Gin Rhub 5cl,6,3,5.00,3.50
791,AD Dry Gin 5cl,6,3,5.00,3.50
792,Aval Dor Seaberry 5cl,6,3,5.00,3.50
793,AD Original Gin 7,45,3,37.50,26.25
794,Club de Campo Malbec,9.99,3,8.33,5.83
795,Aval Dor Seaberry 70cl,44,3,36.67,25.67
796,Baker Street,2.8,1,2.80,1.96
797,Teoni's Boxes,3.6,1,3.60,2.52
798,Growers Gate Chardonnay,9.5,3,7.92,5.54
799,Pearce's Pork Pie Singl,2.99,1,2.99,2.09
800,Chateau le Gardera Borde,13.5,3,11.25,7.88
801,CO Heritage,3,3,2.50,1.75
802,PLU,0,1,0.00,0.00
803,PLU,0,1,0.00,0.00
804,CM Devil Water 50cl,35,3,29.17,20.42
805,CM Sticky Toffee 50cl,33,3,27.50,19.25
806,CM Apple Pie 50cl,33,3,27.50,19.25
807,CM Outlaw Orange 50cl,33,3,27.50,19.25
808,CO Farmhouse sparkling,3,3,2.50,1.75
809,Prosecco,9.99,3,8.33,5.83
810,Forest Feast Gift Cube,5.99,3,4.99,3.49
811,PLU,0,1,0.00,0.00
812,PLU,0,1,0.00,0.00
813,Moonshine Orange 10cl,8.95,3,7.46,5.22
814,Moonshine Apple 10cl,8.95,3,7.46,5.22
815,Moonshine Toffee 10cl,8.95,3,7.46,5.22
816,Moonshine Devil W 10cl,9.95,3,8.29,5.80
817,Aval Dor Gin Christmas ,45,3,37.50,26.25
818,Polgoon Mulled Cider,6.95,3,5.79,4.05
819,Aval Dor Gin Christmas35,29,3,24.17,16.92
820,SFC Rum ,44,3,36.67,25.67
821,Via Alta Sauvignon Blanc,7.99,3,6.66,4.66
822,Cider 500ml,3.5,3,2.92,2.04
823,Polgoon Red Rondo,14.95,3,12.46,8.72
824,Sloely Slaughtered,3.2,3,2.67,1.87
825,PLU,0,1,0.00,0.00
826,SFC 5CL,5.95,3,4.96,3.47
827,AD Spiced Gin 70cl,45,3,37.50,26.25
828,AD Spiced 5cl,6,3,5.00,3.50
829,AD Vodka Vanilla 5cl,6,3,5.00,3.50
830,aD Vodka Rose 5cl,6,3,5.00,3.50
831,Bear  Biscuits,0.95,1,0.95,0.67
832,Bear Raspberry Biscuits,0.95,1,0.95,0.67
833,Liquorice Allsorts,1.99,3,1.66,1.16
834,Darlington Hollandaise,3.8,1,3.80,2.66
835,Mallow&Marsh - Raspberry,3.6,3,3.00,2.10
836,Vesper Martini,6,3,5.00,3.50
837,Seaberry Vodka Sour ,7.5,3,6.25,4.38
838,Spiced Gin Sour,6,3,5.00,3.50
839,CD Fudge 10CL,5,3,4.17,2.92
840,CN Choc Liqueur 10CL,5,3,4.17,2.92
841,CL Straw Liqueur 10CL,5,3,4.17,2.92
842,St AB Hicks 500ml,3.5,3,2.92,2.04
843,PLU,0,1,0.00,0.00
844,Skinners Porthleven,3.5,3,2.92,2.04
845,Skinners Lushingtons,3.5,3,2.92,2.04
846,Skinners Cornish Knocker,3.5,3,2.92,2.04
847,Aval Dor Rose+Hib 70cl,44,3,36.67,25.67
848,Knightor Vermouth ,28,3,23.33,16.33
849,Dynamite ALL,3.5,3,2.92,2.04
850,Sausages 2 for Â£5,5,1,5.00,3.50
851,Bacon - Smoked,3.1,1,3.10,2.17
852,Bacon - Unsmoked,3.1,1,3.10,2.17
853,Mince 500G,4.5,1,4.50,3.15
854,Chicken Breast x 2,4.5,1,4.50,3.15
855,Rump Steak 8oz,3.99,1,3.99,2.79
856,Sausages (6),3.2,1,3.20,2.24
857,Hogs Pudding Small ,2.6,1,2.60,1.82
858,Pork Sausage Meat 454g,3.65,1,3.65,2.56
859,Tribute - 2 x 500ml,5,3,4.17,2.92
860,Discount JMC,2,1,2.00,1.40
861,Teoni ChristmasSelection,6.5,3,5.42,3.79
862,Aval Dor Gin 35CL Origi,29,3,24.17,16.92
863,Aval Dor Gin 70CL Origi,45,3,37.50,26.25
864,Aval Dor Dry Gin 35CL,29,3,24.17,16.92
865,Aval Dor Dry Gin 70CL,43,3,35.83,25.08
866,Aval Dor Vodka 35CL,28,3,23.33,16.33
867,Aval Dor Vodka 70CL,37,3,30.83,21.58
868,Ham ,2.5,1,2.50,1.75
869,Veg Box for Â£11,10,1,10.00,7.00
870,Fruit Box for Â£12,12,1,12.00,8.40
871,Veg Box for Â£21,20,1,20.00,14.00
872,Fruit Box for Â£20,20,1,20.00,14.00
873,Camel Valley Brut,36,3,30.00,21.00
874,Camel Valley Bachus,17.95,3,14.96,10.47
875,Camel Valley Rose Brut S,39,3,32.50,22.75
876,SDCF Chilli Hot Choc,7.4,3,6.17,4.32
877,Parsnips x 3,3,1,3.00,2.10
878,White Onions x 1 ,0.2,1,0.20,0.14
879,Red Onions x 1,0.3,1,0.30,0.21
880,Cauliflower,1.95,1,1.95,1.37
881,Cabbage,1.4,1,1.40,0.98
882,Swede,1.35,1,1.35,0.95
883,Coke Zero,0.8,1,0.80,0.56
884,Bananas 750g NOT ON,0.99,1,0.99,0.69
885,Orange & Lemon Sices,1.99,3,1.66,1.16
886,Filberts Selection Tin,8.99,1,8.99,6.29
887,PLU,0,1,0.00,0.00
888,PLU,0,1,0.00,0.00
889,PLU,0,1,0.00,0.00
890,PLU,0,1,0.00,0.00
891,Duchy Coppa,5.35,1,5.35,3.75
892,Duchy Bresaola,5.85,1,5.85,4.10
893,Duchy Chorizo,4.95,1,4.95,3.47
894,Duchy Napoli,4.95,1,4.95,3.47
895,Keltek Even Keel,3.5,3,2.92,2.04
896,Keltek Golden Lance,3.5,3,2.92,2.04
897,Davidstow 20 mth,5.99,1,5.99,4.19
898,Keltek Reaper,3.5,3,2.92,2.04
899,Duchy Mixed,9.99,1,9.99,6.99
900,Chilli Crackers,0,1,0.00,0.00
901,Gingerbread Fudge 100g,0.75,3,0.63,0.44
902,Boddingtons Cranberry Re,4.5,1,4.50,3.15
903,Cornish Orchards Mulled ,7.95,3,6.63,4.64
904,Fredas Winter Spice Pean,3.99,1,3.99,2.79
905,Christmas Pudding Large ,16.5,1,16.50,11.55
906,Furniss - Gold Gingerbre,5,1,5.00,3.50
907,Furniss - Blue CC,5,1,5.00,3.50
908,Furniss - Bronze  Choc G,5,1,5.00,3.50
909,Furniss All butter short,1.2,1,1.20,0.84
910,Mr Filberts Roast Chestn,3.95,3,3.29,2.30
911,Willies Pearls DARK,5.99,3,4.99,3.49
912,PLU,3.5,3,2.92,2.04
913,Mr F's Black Truffle100,2.99,3,2.49,1.74
914,Christmas Hamper Â£35,35,3,29.17,20.42
915,Christmas Hamper Â£50,50,3,41.67,29.17
916,Christmas Hamper Â£80,80,3,66.67,46.67
917,Kernow Chocolate Xmas Pu,3.5,3,2.92,2.04
918,CV Sparkling Red,36.75,3,30.63,21.44
919,Gold County Cab Sauv,9.75,3,8.13,5.69
920,Cheese Hamper Â£30,30,1,30.00,21.00
921,Cheese Hamper Â£50,50,1,50.00,35.00
922,Hot Chocolate Spoons Gif,10,3,8.33,5.83
923,Spiced Gin,39,3,32.50,22.75
924,Christmas Veg Box SMALL,14,1,14.00,9.80
925,Christmas Veg Box MED,21,1,21.00,14.70
926,Christmas Veg Box LARGE,32,1,32.00,22.40
927,PLU,1.25,3,1.04,0.73
928,PLU,1.9,1,1.90,1.33
929,Coconut oil,4.2,1,4.20,2.94
930,PLU,16,1,16.00,11.20
931,PLU,16,1,16.00,11.20
932,Mincemeat,3.79,1,3.79,2.65
933,PLU,3.5,3,2.92,2.04
934,Gift Box Distillery,4.95,3,4.13,2.89
935,Christmas Hamper Â£25,25,1,25.00,17.50
936,Hamper Box Large,4.99,3,4.16,2.91
937,CF Sweets Â£2.50,2.5,3,2.08,1.46
938,Willies Pearls Milk,5.99,3,4.99,3.49
939,Valentines Drops Tin,2.59,3,2.16,1.51
940,J&S Popcorn Stars,3.8,3,3.17,2.22
941,J&S Car and Belg Choc,3.95,3,3.29,2.30
942,Propercorn Popcorn,1,3,0.83,0.58
943,J&S Strawberries & Cream,3.95,3,3.29,2.30
944,PLU,0,1,0.00,0.00
945,Gnocchi - GF,2.99,1,2.99,2.09
946,Chorizo Ring,3.5,1,3.50,2.45
947,J&S Mature Cheddar Chees,3.95,3,3.29,2.30
948,Belvoir R&L Cordial,4.25,3,3.54,2.48
949,Belvoir O Elderflower,6.39,3,5.33,3.73
950,Mrs D's Apple Sauce,3.3,1,3.30,2.31
951,Moo Everyday Bar Origina,1.99,3,1.66,1.16
952,Buttermilk Assorted Fudg,3.5,3,2.92,2.04
953,Buttermilk Dairy Free SC,2.15,3,1.79,1.25
954,Eat Natural Bar,1.35,3,1.13,0.79
955,Mrs D's Lemon Curd,3.6,1,3.60,2.52
956,Cawston Press Orange Jui,3.99,3,3.33,2.33
957,Arden's Nibble Sticks,1.35,1,1.35,0.95
958,Jude's Maple Sauce 320g,3.95,1,3.95,2.77
959,PLU,3.5,3,2.92,2.04
960,PLU,3.5,3,2.92,2.04
961,PLU,3.5,3,2.92,2.04
962,PLU,3.5,3,2.92,2.04
963,Vegan Mayo,2.6,1,2.60,1.82
964,Balsamic Vinegar Dressin,3.75,1,3.75,2.63
965,Honey and Mustard Dressi,3.75,1,3.75,2.63
966,PLU,2.85,1,2.85,2.00
967,GF Choc Crunch,2.85,1,2.85,2.00
968,Filberts Peppercorn Cash,3.19,3,2.66,1.86
969,Filberts SS Mixed nuts,3.19,3,2.66,1.86
970,Filberts Smoked Mixed Nu,3.19,3,2.66,1.86
971,Daffodils,1.5,3,1.25,0.88
972,FV Olive Oil Extra Virgi,7.5,1,7.50,5.25
973,Mrs D's Mint Sauce,2.85,1,2.85,2.00
974,Mrs D's Horseradish,3.1,1,3.10,2.17
975,Pesto Classic/sun-dried,2.99,1,2.99,2.09
976,Inspired Dining Sauces,2.65,1,2.65,1.86
977,Gourmet Pork Pate,4.39,1,4.39,3.07
978,Caster Sugar,1.1,1,1.10,0.77
979,Valentines Meal Rump,25,1,25.00,17.50
980,Valentines Meal Ribeye,30,1,30.00,21.00
981,Matches,1.5,3,1.25,0.88
982,Charcoal,6.5,2,6.50,4.55
983,Squealer Pork Pie,3.5,1,3.50,2.45
984,FT P/Fruit Mixer,5.95,3,4.96,3.47
985,PLU,0,1,0.00,0.00
986,Meringues,1.99,1,1.99,1.39
987,FeverTree Passion Mixer,5.95,3,4.96,3.47
988,25kg Washed Marfona,8.99,1,8.99,6.29
989,Lamb Leg 2-3,12.99,3,10.83,7.58
990,Lamb Leg 4-6,24.99,1,24.99,17.49
991,Easter Veg Box 2-3 ,10,1,10.00,7.00
992,Easter Veg Box 4-6,20,1,20.00,14.00
993,Josh's buttons,5.99,3,4.99,3.49
994,JCB Classic Dark Buttons,5.99,3,4.99,3.49
995,JCB Choc Seasalt Caramel,5.99,3,4.99,3.49
996,JCB Dark Chocolate with ,5.99,3,4.99,3.49
997,Made for Meat ALL,2.99,1,2.99,2.09
998,Jone's Pork Pie w/ Appl,2.65,1,2.65,1.86
999,Cornish Seasalt 1 Gift P,6.5,1,6.50,4.55
1000,Cornish Mead Wine,14.99,3,12.49,8.74
1001,Tea ,1.99,2,1.99,1.39
1002,Hot Chocolate ,1.99,2,1.99,1.39
1003,Creami Choc,1.99,2,1.99,1.39
1004,Mocca,1.99,2,1.99,1.39
1005,Espresso,1.99,2,1.99,1.39
1006,Latte,1.99,2,1.99,1.39
1007,Cappuccino,1.99,2,1.99,1.39
1008,White Coffee,1.99,2,1.99,1.39
1009,Black Coffee,1.99,2,1.99,1.39
1010,10kg Washed Marfona,4.5,1,4.50,3.15
1011,Burts 50g chilli&lime,0.99,3,0.83,0.58
1012,STAFF TEA ,0.8,2,0.80,0.56
1013,STAFF COFFEE ANY ,1.2,2,1.20,0.84
1014,STAFF HOT CHOC,1,2,1.00,0.70
1015,JCB Orange Almond,5.99,3,4.99,3.49
1016,OC Tea ,1.75,2,1.75,1.23
1017,OC Hot Chocolate ,1.75,2,1.75,1.23
1018,OC Creami Choc,1.75,2,1.75,1.23
1019,OC Mocca,1.75,2,1.75,1.23
1020,OC Espresson,1.75,2,1.75,1.23
1021,OC Latte ,1.75,2,1.75,1.23
1022,OC Cappuccino ,1.75,2,1.75,1.23
1023,OC White Coffee,1.75,2,1.75,1.23
1024,OC Black Coffee,1.75,2,1.75,1.23
1025,CL Straw Liqueur 70CL,16.95,3,14.13,9.89
1026,PLU,0.95,3,0.79,0.55
1027,PLU,0.95,3,0.79,0.55
1028,DFC The Mix 100g,6.25,1,6.25,4.38
1029,Silverspoon granulated s,0.7,3,0.58,0.41
1030,F/T Indian tonic 500ml,2.29,3,1.91,1.34
1031,"MB Mgo, Lime  & Chilli",2.99,1,2.99,2.09
1032,MB Salad Dressing ,2.99,1,2.99,2.09
1033,MB Caesar Dressing,1.5,1,1.50,1.05
1034,Iced Gingerbread Animals,2.35,3,1.96,1.37
1035,Mrs D Mustard (All),4.1,1,4.10,2.87
1037,Nairns Oatcake,2.85,1,2.85,2.00
1039, Reggae Reggae,1.95,1,1.95,1.37
1040,Grissini Breadsticks,3.5,1,3.50,2.45
1041,Olives (All),5.3,1,5.30,3.71
1042,Skinners Betty Stogs,3.5,3,2.92,2.04
1043,CD - Fudge Liqueur 70CL,16.95,3,14.13,9.89
1044,PLU,0,1,0.00,0.00
1045,Knightor Classic Brut,33.99,3,28.33,19.83
1046,Purple cauliflower,1.8,1,1.80,1.26
1047,PLU,0,1,0.00,0.00
1048,Dry Cider REDUCED,1.5,3,1.25,0.88
1049,PLU,3.5,3,2.92,2.04
1050,Christmas Card,1.5,3,1.25,0.88
1051,Keltek Magik,3.5,3,2.92,2.04
1052,Keltek King Bitter,3.5,3,2.92,2.04
1053,Welly Store With Lid,140,3,116.67,81.67
1054,Bouillon,1.6,1,1.60,1.12
1055,Built Bird Box,15,3,12.50,8.75
1056,Build Your Own BB,12.5,3,10.42,7.29
1057,New Flame 20kg,7.5,2,7.50,5.25
1058,Union Bricketts 20kg,14,2,14.00,9.80
1059,Softwood Logs Net,6.4,2,6.40,4.48
1060,Kindling Large,6.1,2,6.10,4.27
1061,Kindling Small,4.99,2,4.99,3.49
1062,Belvoir Festive Punch,4.75,3,3.96,2.77
1063,AD Christmas Gin 5cl,6,3,5.00,3.50
1064,Turkey Small 8lb,42,1,42.00,29.40
1065,Turkey Medium 12lb ,60,1,60.00,42.00
1066,Turkey Large 15lb,75,1,75.00,52.50
1067,Miss Thyme,10,1,10.00,7.00
1068,Cornish Smuggler,0,1,0.00,0.00
1069,Primi Soli Pinot Grigio,8.5,3,7.08,4.96
1070,White Rose Zinfandel,8.99,3,7.49,5.24
1071,SeaChange NZ,19.5,3,16.25,11.38
1072,AD Xmas gin 35cl,29,3,24.17,16.92
1073,Teoni GF Pistachio,3.95,1,3.95,2.77
1074,W/Melon Juiceburst,1.55,3,1.29,0.90
1075,Rubicon Passionfruit,0.79,3,0.66,0.46
1076,Lipton Ice Tea Peach,1.85,3,1.54,1.08
1077,Salad Cream,1.89,1,1.89,1.32
1078,Creme Eggs,0.89,3,0.74,0.52
1079,Gourmico Venison Pate,5.49,1,5.49,3.84
1080,Mrs.D Passionfruit Curd,3.3,1,3.30,2.31
1081,PLU,0,1,0.00,0.00
1082,MooFree Egg,5.25,3,4.38,3.06
1083,Pork JOINT Pearces,0,1,0.00,0.00
1084,Pork Chops ,0,1,0.00,0.00
1085,Chicken MRoom Pie Pearce,2.5,1,2.50,1.75
1086,Steak Ale Pie Pearce,2.5,1,2.50,1.75
1087,CF Sweets Â£2.75,2.75,3,2.29,1.60
1088,PLU,0.99,1,0.99,0.69
1089,Ribena P&P,1,3,0.83,0.58
1090,Schwartz Curry Sauce,1.09,1,1.09,0.76
1091,Crispy Onions Original,1.25,1,1.25,0.88
1092,Mr Filberts Snack Salami,2.3,1,2.30,1.61
1093,Noodles Â£3.30,3.3,1,3.30,2.31
1094,PLU,1.99,1,1.99,1.39
1095,PLU,1.99,1,1.99,1.39
1096,PLU,1.25,1,1.25,0.88
1097,PLU,1.5,1,1.50,1.05
1098,Duskin Apple Juice,4.19,1,4.19,2.93
1099,Christmas Sweets Tin,2.99,3,2.49,1.74
1100,Drivers (All Varieties),4.95,1,4.95,3.47
1101,Hamper Â£75,75,3,62.50,43.75
1102,Dates,0.9,1,0.90,0.63
1103,Vegetable Suet,2.1,1,2.10,1.47
1104,Red Cabbage Darlingtons,0.8,1,0.80,0.56
1105,Wreath medium,12.5,1,12.50,8.75
1106,Ham Glaze 200g,2.89,1,2.89,2.02
1107,Lindt Bear 100g (Lrg),3.49,3,2.91,2.04
1108,Moo Free Snowman White,0.85,3,0.71,0.50
1109,Moo Free Santa Original,0.85,3,0.71,0.50
1110,PLU,0,1,0.00,0.00
1111,CC Charlestown Lust 70CL,16.95,3,14.13,9.89
1112,CN Chocolate Cream 70CL,16.95,3,14.13,9.89
1113,CF Sweets Â£1.25,1.25,3,1.04,0.73
1114,Xmas pudding vodka 5cl,6,3,5.00,3.50
1115,PLU,0.95,3,0.79,0.55
1116,PLU,1,3,0.83,0.58
1117,PLU,1.2,3,1.00,0.70
1118,PLU,1.2,3,1.00,0.70
1119,PLU,1.2,3,1.00,0.70
1120,PLU,1.2,3,1.00,0.70
1121,Mrs C Sage Onion Stuffin,2.15,1,2.15,1.51
1122,Mango & Lime Delipop,1.7,3,1.42,0.99
1123,Delipop,1.7,3,1.42,0.99
1124,Sweet Williams,1.99,3,1.66,1.16
1125,Vodka Refill Pouch,37,3,30.83,21.58
1126,Protein Flapjack,1.5,1,1.50,1.05
1127,Cornish New Potatoes,1.99,1,1.99,1.39
1128,Furniss Strawberry Short,3.6,1,3.60,2.52
1129,GFarmer Air Dried Pork,6.75,1,6.75,4.73
1130,GFarmer Air Dried Beef,6.75,1,6.75,4.73
1131,Conchiglie,2.1,1,2.10,1.47
1132,Simpkins Drops,2.99,3,2.49,1.74
1133,BC Beef Dripping,2.25,1,2.25,1.58
1134,PLU,1.25,1,1.25,0.88
1135,PLU,1.25,1,1.25,0.88
1136,Bay Leaves,0.99,1,0.99,0.69
1137,Tag of Beef,0,1,0.00,0.00
1138,PLU,14.99,3,12.49,8.74
1139,Pear Mead,14.99,3,12.49,8.74
1140,PLU,14.99,3,12.49,8.74
1141,Healeys Gold,3.6,3,3.00,2.10
1142,Belvoir Summer Spritz,3.99,3,3.33,2.33
1143,Rosemay Bread Dipper,6,1,6.00,4.20
1144,Garlic Bread Dipper,6,1,6.00,4.20
1145,Fevertree Aromatic Tonic,2.49,1,2.49,1.74
1146,FOF Original Biltong,2.99,1,2.99,2.09
1147,Clotton Hall Custard,3.5,1,3.50,2.45
1148,CSC Korma,4.99,1,4.99,3.49
